Samoa,2022-01-27,324
Bermuda,2022-02-11,184
Bermuda,2022-01-31,389
Cuba,2022-02-05,45015
Australia,2022-01-27,238946
South Sudan,2022-01-19,2119
Colombia,2022-01-12,243792
Barbados,2022-02-07,134
Estonia,2022-02-04,2007
Panama,2022-02-09,14505
Cyprus,2022-01-10,3573
Iraq,2022-02-11,40689
Asia,2022-01-19,19514778
Guinea,2022-01-31,10873
Colombia,2022-01-09,258249
Cambodia,2022-01-20,133736
Canada,2022-01-21,312922
Nigeria,2022-01-20,244139
Moldova,2022-01-31,5661
North Macedonia,2022-01-17,1545
Azerbaijan,2022-01-20,23437
Azerbaijan,2022-01-05,12566
Slovenia,2022-02-04,3013
El Salvador,2022-02-12,7819
Rwanda,2022-01-05,127901
Somalia,2022-02-02,1578
Malaysia,2022-02-16,154707
New Caledonia,2022-01-30,175
Zambia,2022-01-26,11984
Albania,2022-01-20,5471
Anguilla,2022-01-25,29
Grenada,2022-01-17,163
Rwanda,2022-01-24,125016
New Zealand,2022-01-01,11095
Wallis and Futuna,2022-01-09,7
Barbados,2022-01-24,120
Australia,2022-01-17,283921
Gibraltar,2022-01-12,81
Mauritania,2022-01-26,5239
Grenada,2022-01-12,184
Kazakhstan,2022-01-06,12742
Bermuda,2022-01-27,546
Chad,2022-01-26,1229
Wales,2022-02-19,5142
Bangladesh,2022-02-18,957674
Iraq,2022-01-31,42315
Lithuania,2022-02-13,1368
Austria,2022-02-10,16452
Tunisia,2022-02-14,8568
Hong Kong,2022-01-22,38779
Slovakia,2022-01-01,25849
Malta,2022-01-05,6603
Oceania,2022-01-13,305891
Syria,2022-01-28,2829
Saint Kitts and Nevis,2022-01-30,41
Mali,2022-01-10,57073
Belize,2022-01-03,338
Guinea,2022-01-25,22344
Chile,2022-01-11,102380
Fiji,2022-02-08,242
Austria,2022-01-29,27953
Croatia,2022-02-04,5435
Philippines,2022-02-09,333347
Egypt,2022-01-28,251646
Netherlands,2022-01-07,266023
Botswana,2022-02-06,2733
Cyprus,2022-01-11,4140
European Union,2022-02-14,1002225
Malawi,2022-02-07,1154
Panama,2022-01-14,24367
Finland,2022-02-18,9275
Wales,2022-01-31,4644
Poland,2022-01-11,170789
Finland,2022-01-31,51589
Dominican Republic,2022-01-15,17831
Ukraine,2022-01-15,78446
Mexico,2022-01-04,99045
Curacao,2022-01-19,508
Vanuatu,2022-01-17,736
Niger,2022-01-07,18757
Ecuador,2022-01-10,98287
Wallis and Futuna,2022-01-02,7
New Caledonia,2022-02-08,101
United Kingdom,2022-01-23,116924
Venezuela,2022-01-07,126261
Djibouti,2022-01-20,588
Sudan,2022-01-08,8915
Gibraltar,2022-01-08,27
Kyrgyzstan,2022-01-03,4597
Netherlands,2022-02-04,33311
Madagascar,2022-01-20,5727
Panama,2022-02-11,14404
Egypt,2022-01-03,424464
Turks and Caicos Islands,2022-01-05,122
Somalia,2022-01-28,1578
Northern Ireland,2022-02-18,2013
Nigeria,2022-01-19,261549
Angola,2022-01-01,53366
Trinidad and Tobago,2022-01-29,1862
Portugal,2022-01-24,88192
Palestine,2022-01-09,3012
Germany,2022-02-09,222351
Democratic Republic of Congo,2022-01-29,8065
Upper middle income,2022-02-14,10072015
Equatorial Guinea,2022-01-09,73
Belarus,2022-01-01,67398
Germany,2022-01-19,575512
Tanzania,2022-01-12,33124
Bulgaria,2022-01-09,21695
United Arab Emirates,2022-01-06,27662
Mali,2022-02-06,
Iraq,2022-01-19,50441
Africa,2022-01-21,2365505
Brunei,2022-01-04,4724
Aruba,2022-02-17,50
San Marino,2022-01-07,151
Saint Vincent and the Grenadines,2022-01-13,82
Spain,2022-02-14,74019
Kenya,2022-01-12,74485
Mozambique,2022-01-28,80250
Canada,2022-01-26,277738
Sierra Leone,2022-02-02,6243
Bosnia and Herzegovina,2022-01-21,4315
Japan,2022-02-08,622281
Vietnam,2022-01-16,1073987
Kuwait,2022-01-22,7760
Ireland,2022-01-15,27462
Asia,2022-02-09,13522230
Bhutan,2022-02-13,7187
United Arab Emirates,2022-01-11,28564
Pakistan,2022-02-12,2081187
Montserrat,2022-01-09,18
Kosovo,2022-01-16,3352
United States,2022-01-27,711202
Central African Republic,2022-01-27,4514
European Union,2022-01-15,3098633
Saint Kitts and Nevis,2022-01-29,41
North America,2022-02-20,1189257
Jersey,2022-01-19,250
Democratic Republic of Congo,2022-01-19,1688
Angola,2022-01-23,139392
Libya,2022-02-10,9671
Germany,2022-02-16,156566
Saint Kitts and Nevis,2022-01-18,66
Japan,2022-01-30,276177
Gibraltar,2022-02-01,77
Mexico,2022-02-17,607682
France,2022-01-28,268268
Haiti,2022-01-16,251
Costa Rica,2022-01-16,18547
High income,2022-01-23,5449969
Laos,2022-01-20,38966
Bolivia,2022-01-04,69380
High income,2022-01-17,6458161
United Kingdom,2022-01-18,150437
Curacao,2022-02-11,172
France,2022-02-05,208162
Macao,2022-02-05,706
Maldives,2022-01-03,329
Northern Ireland,2022-01-30,2617
Bahamas,2022-02-03,316
Upper middle income,2022-02-10,7751216
Latvia,2022-01-07,9109
United Kingdom,2022-01-01,276569
Papua New Guinea,2022-01-01,459
Bermuda,2022-01-06,208
Lower middle income,2022-02-19,11848917
Togo,2022-01-05,4852
Northern Ireland,2022-02-08,2174
Thailand,2022-01-16,472277
Bahamas,2022-01-29,384
Denmark,2022-01-06,45413
Mauritania,2022-01-13,6733
Lithuania,2022-02-20,892
Slovenia,2022-02-07,2956
Solomon Islands,2022-01-09,737
Turks and Caicos Islands,2022-01-03,122
Belize,2022-02-13,432
Bulgaria,2022-01-29,8600
North Macedonia,2022-02-03,1037
Brazil,2022-02-08,1144740
Ghana,2022-01-07,59476
Portugal,2022-01-10,60167
Afghanistan,2022-01-27,9802
Bulgaria,2022-01-27,8746
Ghana,2022-01-15,114744
Thailand,2022-01-23,438395
Nicaragua,2022-01-04,23477
Honduras,2022-01-11,17619
Cyprus,2022-02-13,2385
Oceania,2022-02-07,258820
Paraguay,2022-01-03,29383
Norway,2022-01-06,43111
Zimbabwe,2022-02-02,10748
Oman,2022-01-28,16068
Antigua and Barbuda,2022-01-15,111
El Salvador,2022-02-06,9649
Kiribati,2022-01-31,330
Switzerland,2022-02-12,10871
Cook Islands,2022-01-28,6
Tonga,2022-01-12,179
Belgium,2022-01-03,52987
Jamaica,2022-01-26,3220
Montenegro,2022-02-14,369
Yemen,2022-02-12,1734
Barbados,2022-01-12,327
Nigeria,2022-01-13,286036
Cote d'Ivoire,2022-02-08,65578
Namibia,2022-01-23,7084
Pakistan,2022-02-02,761168
Thailand,2022-02-15,268261
New Zealand,2022-01-09,28490
Ethiopia,2022-01-09,3014
Switzerland,2022-02-03,19125
Upper middle income,2022-01-06,10844077
Liberia,2022-01-03,11591
South Sudan,2022-01-05,810
Spain,2022-01-10,174978
Dominica,2022-01-09,101
Italy,2022-01-11,593245
Egypt,2022-01-11,338800
Curacao,2022-02-02,246
Bulgaria,2022-01-24,11932
Libya,2022-02-17,
Pakistan,2022-01-14,674458
Bosnia and Herzegovina,2022-01-25,4315
Dominican Republic,2022-01-29,32971
Zimbabwe,2022-02-06,10183
Finland,2022-01-22,41678
Libya,2022-01-14,16651
Moldova,2022-01-18,6207
Switzerland,2022-01-05,48083
Sweden,2022-02-02,61483
Lebanon,2022-01-06,11633
Malawi,2022-01-24,1458
Upper middle income,2022-01-16,10287324
Saint Lucia,2022-01-10,114
Yemen,2022-02-10,1865
Upper middle income,2022-01-31,8727308
World,2022-01-09,33135728
Austria,2022-02-01,28059
Uganda,2022-01-22,29203
Bosnia and Herzegovina,2022-01-19,4315
Trinidad and Tobago,2022-01-23,1814
Netherlands,2022-02-17,9327
Faeroe Islands,2022-02-12,28
Mauritania,2022-01-15,6733
San Marino,2022-01-06,162
Russia,2022-02-05,283575
Nigeria,2022-01-03,127972
Czechia,2022-01-19,54183
Chad,2022-01-20,1792
Netherlands,2022-02-08,26631
Cuba,2022-01-13,172873
Estonia,2022-02-13,1289
Peru,2022-01-23,149416
Czechia,2022-01-22,43472
Indonesia,2022-01-28,1252137
Bermuda,2022-02-14,145
Sint Maarten (Dutch part),2022-01-21,120
Kuwait,2022-01-17,11185
Turks and Caicos Islands,2022-01-07,122
Estonia,2022-01-14,4605
Egypt,2022-01-10,350690
Kiribati,2022-01-28,330
Somalia,2022-01-20,3057
Georgia,2022-02-19,3160
Iceland,2022-02-08,1926
Belarus,2022-01-20,56832
Thailand,2022-01-06,189844
Antigua and Barbuda,2022-01-19,105
Estonia,2022-01-12,4539
Niger,2022-01-30,972
Yemen,2022-01-20,3683
Malaysia,2022-01-27,190764
Colombia,2022-01-19,272438
Oman,2022-02-05,14003
Libya,2022-01-07,12263
Scotland,2022-01-02,23842
Nigeria,2022-01-23,219248
Estonia,2022-02-16,1129
Papua New Guinea,2022-01-16,288
Qatar,2022-02-07,23671
Botswana,2022-01-24,2733
Wallis and Futuna,2022-01-07,7
Kuwait,2022-01-26,13109
Canada,2022-02-03,210373
England,2022-01-11,207160
South America,2022-02-08,2118868
Angola,2022-01-11,80403
Lower middle income,2022-01-29,10275379
Cyprus,2022-01-31,3106
Estonia,2022-01-22,3616
Timor,2022-01-17,1162
Nepal,2022-01-19,222436
Brazil,2022-02-12,1293421
Mozambique,2022-01-30,57322
Bolivia,2022-01-27,43021
Grenada,2022-02-16,45
Mali,2022-01-04,14682
Argentina,2022-01-05,305823
Costa Rica,2022-01-09,19245
Libya,2022-01-02,8325
Hong Kong,2022-01-04,23581
Kosovo,2022-02-05,2566
Chile,2022-01-29,60370
Honduras,2022-01-05,31380
Chile,2022-01-02,126988
South Korea,2022-01-17,399113
Sierra Leone,2022-02-07,6243
Saint Kitts and Nevis,2022-02-11,220
Brazil,2022-01-09,629585
Angola,2022-01-20,141829
Djibouti,2022-01-01,608
Malta,2022-02-12,1268
North Macedonia,2022-02-07,964
Liberia,2022-01-18,1580
Montserrat,2022-02-11,16
Zimbabwe,2022-01-12,13054
Gibraltar,2022-01-24,121
United Arab Emirates,2022-02-03,27422
Cape Verde,2022-01-31,2853
Tunisia,2022-02-12,8226
Jamaica,2022-02-13,2105
Iraq,2022-01-07,36502
South Africa,2022-01-10,70376
Vanuatu,2022-01-13,736
Moldova,2022-02-19,4901
San Marino,2022-01-16,233
World,2022-01-12,36485514
Colombia,2022-02-03,240027
Belgium,2022-01-30,42755
Panama,2022-01-25,22933
Haiti,2022-01-14,251
Czechia,2022-01-21,45407
Fiji,2022-01-31,256
Saudi Arabia,2022-01-05,212638
Myanmar,2022-01-12,167463
Moldova,2022-01-23,6511
Democratic Republic of Congo,2022-02-01,6523
United Arab Emirates,2022-01-19,26734
Honduras,2022-01-24,37750
World,2022-02-15,22632596
Latvia,2022-02-07,3454
South Sudan,2022-01-13,1129
South Africa,2022-01-08,48670
Saint Kitts and Nevis,2022-01-01,75
Liechtenstein,2022-01-27,85
Europe,2022-02-10,1703313
Haiti,2022-01-15,251
Benin,2022-01-19,15904
Denmark,2022-02-06,5876
Canada,2022-01-28,260372
Armenia,2022-02-08,4551
Qatar,2022-01-17,18567
British Virgin Islands,2022-01-30,6
Uruguay,2022-01-24,19444
Democratic Republic of Congo,2022-01-06,1670
Turks and Caicos Islands,2022-01-26,122
Slovenia,2022-01-29,2647
Algeria,2022-01-01,22589
Canada,2022-01-12,369341
South Korea,2022-02-14,189498
Norway,2022-01-08,51989
Cape Verde,2022-02-07,2355
Haiti,2022-01-12,251
Malta,2022-02-10,1273
Slovenia,2022-01-26,2745
Madagascar,2022-01-07,7097
Cambodia,2022-01-30,80875
Gibraltar,2022-01-02,17
Peru,2022-02-09,107774
Europe,2022-01-03,3252941
Ghana,2022-01-12,59476
Syria,2022-01-13,4079
Guernsey,2022-01-03,1747
Wales,2022-01-25,6445
Sierra Leone,2022-01-12,5651
Cambodia,2022-01-04,38964
Zimbabwe,2022-02-08,9643
Grenada,2022-02-04,82
Iceland,2022-02-03,2223
Ukraine,2022-01-18,73626
United Kingdom,2022-01-12,234520
Philippines,2022-02-13,384193
Belgium,2022-02-13,34044
North America,2022-01-01,1714997
French Polynesia,2022-01-23,361
Albania,2022-01-10,8587
Austria,2022-01-09,43508
Guinea,2022-01-07,66683
Iran,2022-01-20,388159
Romania,2022-02-17,7670
Israel,2022-02-18,4096
Algeria,2022-01-14,18041
Bangladesh,2022-01-24,970239
Turks and Caicos Islands,2022-01-19,122
Cuba,2022-01-21,135620
New Zealand,2022-02-19,42885
Egypt,2022-01-08,374469
Comoros,2022-02-03,4995
Angola,2022-02-04,83460
North America,2022-01-03,1651177
Bosnia and Herzegovina,2022-01-28,4315
South Africa,2022-02-06,53914
Guernsey,2022-02-06,82
Ireland,2022-02-17,7504
China,2022-02-17,5718714
Jordan,2022-01-24,22138
Sri Lanka,2022-01-05,68435
South America,2022-01-22,2788822
Angola,2022-02-03,92346
Azerbaijan,2022-02-07,31121
Curacao,2022-02-19,141
Solomon Islands,2022-01-08,726
Kazakhstan,2022-02-04,18883
Oceania,2022-01-07,209670
High income,2022-02-11,3483006
Guernsey,2022-01-21,69
British Virgin Islands,2022-01-03,11
South Korea,2022-01-21,331202
Singapore,2022-01-25,34450
Azerbaijan,2022-01-08,17908
Armenia,2022-01-11,5889
Norway,2022-01-07,49595
Mozambique,2022-01-01,102990
Mongolia,2022-02-16,948
Antigua and Barbuda,2022-01-27,91
Anguilla,2022-01-02,21
Kenya,2022-02-10,225809
Qatar,2022-01-25,25153
Chad,2022-01-02,2544
Russia,2022-01-31,272504
Namibia,2022-02-07,846
Sudan,2022-01-21,11296
Saudi Arabia,2022-02-06,221131
Mongolia,2022-01-18,5276
Kosovo,2022-01-01,1509
Romania,2022-01-12,27887
Montenegro,2022-02-08,427
Benin,2022-02-17,
Portugal,2022-01-03,58614
Morocco,2022-01-13,61464
High income,2022-01-11,6684044
Cuba,2022-02-01,68415
Botswana,2022-01-19,2733
Senegal,2022-01-17,4472
Serbia,2022-02-03,3561
Sierra Leone,2022-01-20,32362
Belgium,2022-01-26,54503
United States,2022-02-01,612289
Guernsey,2022-01-01,1747
Scotland,2022-01-09,23367
Cayman Islands,2022-01-16,182
Cuba,2022-02-11,29666
Jersey,2022-01-10,504
Djibouti,2022-01-03,608
Brazil,2022-01-06,427514
Egypt,2022-02-05,298194
Croatia,2022-01-30,7084
Fiji,2022-02-06,229
Netherlands,2022-01-24,60226
Pakistan,2022-02-06,1407925
Libya,2022-01-27,10818
Japan,2022-02-18,853570
Netherlands,2022-01-11,225127
Estonia,2022-01-03,3397
Latvia,2022-02-18,1812
Kazakhstan,2022-01-30,18049
Kuwait,2022-01-25,13538
Northern Ireland,2022-01-18,5466
Chile,2022-02-16,71561
Kosovo,2022-01-13,2982
China,2022-01-21,4527714
Anguilla,2022-01-23,29
Africa,2022-01-04,1760546
Bangladesh,2022-02-06,957674
European Union,2022-01-20,2765946
Russia,2022-01-16,369940
Solomon Islands,2022-01-13,760
Zambia,2022-01-21,26534
Cape Verde,2022-02-03,2853
Georgia,2022-02-16,3325
Bermuda,2022-02-12,171
Guyana,2022-02-14,1163
Gabon,2022-01-14,3128
Isle of Man,2022-01-09,540
Qatar,2022-02-02,26507
Tunisia,2022-01-23,21274
Egypt,2022-02-02,267634
Bangladesh,2022-01-02,829757
South Sudan,2022-01-07,810
Ireland,2022-02-12,8465
United States,2022-02-04,502825
Bahamas,2022-01-22,434
Democratic Republic of Congo,2022-02-05,5476
Gibraltar,2022-01-11,55
Iceland,2022-02-09,1557
Kosovo,2022-02-19,948
Vietnam,2022-02-15,580104
Serbia,2022-02-08,3365
Georgia,2022-01-31,9121
Tanzania,2022-01-01,33193
Bangladesh,2022-01-08,829757
Greece,2022-01-18,73045
Finland,2022-01-29,44567
Europe,2022-01-27,2709914
Brunei,2022-01-10,3426
Bangladesh,2022-02-09,957674
Kosovo,2022-02-01,3825
Namibia,2022-02-05,846
Kiribati,2022-01-19,330
El Salvador,2022-01-28,9884
Malawi,2022-02-17,2687
Tanzania,2022-01-16,33124
San Marino,2022-01-18,264
Angola,2022-01-07,43905
Aruba,2022-01-14,66
Burundi,2022-01-23,62
Anguilla,2022-01-22,30
San Marino,2022-01-09,130
Africa,2022-01-24,2155127
Finland,2022-01-06,46748
Brunei,2022-01-02,5535
Saint Vincent and the Grenadines,2022-01-03,81
Panama,2022-01-02,17031
Germany,2022-01-18,604107
Yemen,2022-01-19,3098
Serbia,2022-02-04,3593
Slovenia,2022-01-30,2651
Wallis and Futuna,2022-01-11,7
Slovakia,2022-02-01,6266
San Marino,2022-01-21,311
Albania,2022-01-08,8418
Faeroe Islands,2022-02-08,48
San Marino,2022-01-03,193
Saint Vincent and the Grenadines,2022-01-11,82
Norway,2022-01-18,51521
Algeria,2022-02-01,16222
El Salvador,2022-02-08,9649
Low income,2022-02-13,349283
French Polynesia,2022-01-06,386
High income,2022-02-01,4165822
South Korea,2022-02-12,198449
Malta,2022-01-10,7570
Georgia,2022-01-18,7841
Democratic Republic of Congo,2022-02-06,5476
Belize,2022-01-31,711
Armenia,2022-01-22,9995
Croatia,2022-02-13,3865
Cuba,2022-01-29,82349
Latvia,2022-02-12,2845
Russia,2022-02-02,282301
Northern Ireland,2022-01-27,2888
Mongolia,2022-02-05,470
Dominica,2022-01-04,152
Guatemala,2022-01-26,67201
Greece,2022-02-12,34739
Gibraltar,2022-01-18,131
Uganda,2022-02-03,148503
Bulgaria,2022-02-14,5385
Asia,2022-01-07,21760467
France,2022-02-13,188777
Greece,2022-01-27,44381
Spain,2022-02-10,99502
Benin,2022-01-06,16980
New Caledonia,2022-01-17,205
Norway,2022-01-02,16238
Turkey,2022-02-18,126323
Indonesia,2022-01-13,1252137
China,2022-02-15,5835286
Zambia,2022-02-13,15369
Sint Maarten (Dutch part),2022-01-06,15
United Arab Emirates,2022-02-11,23183
Wales,2022-02-16,6132
Bosnia and Herzegovina,2022-01-07,4315
Russia,2022-01-11,224239
Uruguay,2022-02-14,6090
Aruba,2022-02-12,60
Iran,2022-02-17,251148
Upper middle income,2022-01-03,13396005
Portugal,2022-01-28,83296
Costa Rica,2022-01-17,18386
Guernsey,2022-01-22,72
Ethiopia,2022-02-01,344
Cuba,2022-01-20,149541
Estonia,2022-02-05,1914
Singapore,2022-02-03,20926
United Arab Emirates,2022-01-04,25868
Ecuador,2022-02-13,69319
Sint Maarten (Dutch part),2022-01-20,230
Israel,2022-01-23,19523
Bahamas,2022-01-13,624
Bolivia,2022-02-15,30106
Bahrain,2022-02-08,2047
Poland,2022-02-18,53990
Lithuania,2022-01-29,5372
Liberia,2022-01-26,1580
Guinea,2022-01-28,14292
Israel,2022-01-27,11325
Trinidad and Tobago,2022-01-18,2391
Cape Verde,2022-01-28,2853
Denmark,2022-02-02,8631
Ethiopia,2022-01-13,401
Qatar,2022-02-14,17213
Northern Ireland,2022-01-03,6700
San Marino,2022-01-20,296
Chile,2022-01-21,72213
Belize,2022-02-05,593
Singapore,2022-01-12,48168
European Union,2022-02-05,1532808
Burkina Faso,2022-01-09,8347
Niger,2022-01-24,972
Vanuatu,2022-02-05,399
Saudi Arabia,2022-01-08,205253
Panama,2022-01-09,25251
Costa Rica,2022-01-03,17650
Gambia,2022-01-11,2299
Taiwan,2022-01-11,71320
Honduras,2022-02-08,17701
High income,2022-02-06,3594270
Sweden,2022-01-14,57682
Peru,2022-02-14,92746
Cote d'Ivoire,2022-01-21,9629
New Caledonia,2022-01-07,160
Costa Rica,2022-01-21,14246
European Union,2022-01-11,3175246
Turks and Caicos Islands,2022-01-29,122
Macao,2022-01-10,2121
Anguilla,2022-01-19,27
Papua New Guinea,2022-02-04,664
Greece,2022-01-30,41137
Djibouti,2022-01-06,608
Norway,2022-01-30,27032
Macao,2022-02-02,1239
Asia,2022-01-21,19089887
Saint Vincent and the Grenadines,2022-01-19,82
Jordan,2022-01-09,35491
Lithuania,2022-01-22,7275
French Polynesia,2022-01-07,453
Iraq,2022-01-11,50343
Bermuda,2022-01-23,329
Mexico,2022-01-08,360885
North America,2022-01-20,2197615
Latvia,2022-02-14,2735
British Virgin Islands,2022-01-12,20
Oceania,2022-01-09,225183
Montenegro,2022-01-24,713
Nigeria,2022-01-01,145416
Guyana,2022-02-11,1318
Comoros,2022-01-16,609
Bermuda,2022-01-13,132
Gambia,2022-01-20,2299
Saudi Arabia,2022-02-08,183773
Sierra Leone,2022-01-02,1199
Trinidad and Tobago,2022-02-07,1687
Ukraine,2022-01-31,63514
Norway,2022-02-14,8667
South America,2022-01-05,1301207
Afghanistan,2022-02-02,11157
Liechtenstein,2022-02-10,55
Isle of Man,2022-01-15,211
Peru,2022-01-07,228106
Belarus,2022-02-06,24481
Burundi,2022-01-21,62
Belgium,2022-01-17,106679
Ethiopia,2022-01-02,11958
Libya,2022-02-03,10938
Serbia,2022-01-23,4769
South Korea,2022-01-05,435512
France,2022-01-24,329099
Nepal,2022-01-28,252484
Egypt,2022-01-27,255693
Samoa,2022-02-07,401
High income,2022-01-07,5639722
England,2022-02-07,60726
Europe,2022-01-09,3754646
Brazil,2022-01-31,1089297
Norway,2022-01-25,35237
Russia,2022-02-17,537979
Mongolia,2022-01-25,3566
Haiti,2022-01-22,523
Montserrat,2022-02-06,8
Haiti,2022-02-15,453
Mali,2022-02-01,
United Kingdom,2022-02-17,68440
Dominican Republic,2022-02-11,18409
Curacao,2022-01-10,1660
Zimbabwe,2022-01-24,12437
Italy,2022-02-04,406030
Malaysia,2022-01-01,140469
Ecuador,2022-02-16,75069
Dominica,2022-02-13,29
Papua New Guinea,2022-01-05,487
Algeria,2022-01-05,22589
Ukraine,2022-02-09,58741
Turks and Caicos Islands,2022-02-04,122
Samoa,2022-02-14,401
Australia,2022-02-20,130917
Scotland,2022-02-01,8250
Solomon Islands,2022-01-28,1092
Madagascar,2022-02-03,5727
Faeroe Islands,2022-02-16,28
Saint Kitts and Nevis,2022-02-03,60
Thailand,2022-01-26,414227
United States,2022-01-31,639714
Yemen,2022-01-29,2810
Lebanon,2022-02-16,10852
Guatemala,2022-02-06,51442
Cyprus,2022-01-16,5803
Malaysia,2022-02-02,104164
Mongolia,2022-01-28,2576
Ukraine,2022-01-26,67500
Fiji,2022-01-21,168
Paraguay,2022-01-01,30476
Chad,2022-01-31,1234
Grenada,2022-01-14,188
Morocco,2022-01-07,73761
Uzbekistan,2022-01-23,3947
Georgia,2022-02-03,6700
Dominican Republic,2022-02-09,20882
San Marino,2022-01-31,206
Malaysia,2022-02-09,112722
Hong Kong,2022-01-23,39459
Europe,2022-01-05,3023659
Seychelles,2022-01-10,347
Scotland,2022-01-24,11129
United Arab Emirates,2022-02-02,29060
Africa,2022-01-17,1450085
Kyrgyzstan,2022-02-13,8795
Dominican Republic,2022-01-09,18015
Sweden,2022-01-01,23136
Upper middle income,2022-02-20,8901840
Estonia,2022-01-17,4585
Estonia,2022-02-08,1590
United Kingdom,2022-01-04,262057
Guinea-Bissau,2022-01-24,718
Syria,2022-01-19,3365
Georgia,2022-02-12,3504
Wallis and Futuna,2022-01-03,7
Mongolia,2022-01-01,3504
Finland,2022-01-20,32017
Russia,2022-02-12,287121
Kosovo,2022-02-04,2851
Paraguay,2022-01-21,18500
Iran,2022-01-17,506338
Burundi,2022-02-17,
Australia,2022-02-10,185000
Serbia,2022-01-21,5731
United Kingdom,2022-01-11,254760
Guatemala,2022-01-07,44208
Macao,2022-02-18,2659
Bulgaria,2022-02-05,6949
Ghana,2022-01-20,180732
Honduras,2022-01-22,45920
Liechtenstein,2022-02-09,55
Czechia,2022-01-30,32546
Greenland,2022-02-09,15
Tunisia,2022-01-21,22490
Papua New Guinea,2022-01-04,459
Qatar,2022-01-15,18577
Paraguay,2022-01-02,29930
Serbia,2022-02-05,3626
Dominica,2022-01-14,42
Comoros,2022-01-23,609
Kuwait,2022-01-21,7863
Romania,2022-01-19,17629
Oceania,2022-02-11,240068
Aruba,2022-01-22,153
Guinea,2022-02-01,10538
Pakistan,2022-01-15,692491
Guernsey,2022-02-10,91
Bangladesh,2022-02-15,957674
Bahrain,2022-02-02,2530
Hungary,2022-02-17,
North America,2022-02-07,1424534
Peru,2022-01-18,202498
Zimbabwe,2022-01-01,9599
Belgium,2022-02-08,28982
Hong Kong,2022-02-11,72583
Jersey,2022-01-02,636
Denmark,2022-01-20,30899
India,2022-01-17,7377220
Saint Kitts and Nevis,2022-02-12,220
South America,2022-01-07,1372162
Vietnam,2022-01-31,577553
Malaysia,2022-02-06,71248
Poland,2022-01-31,123353
Bahrain,2022-01-07,5506
Oceania,2022-01-26,309500
Jordan,2022-02-04,14926
Argentina,2022-01-18,322648
Sri Lanka,2022-01-06,51527
Grenada,2022-01-10,181
Philippines,2022-02-05,355789
Serbia,2022-02-15,2480
Oman,2022-01-09,11708
Bermuda,2022-01-07,195
Madagascar,2022-01-16,5727
Mauritania,2022-01-05,61459
Switzerland,2022-02-14,10249
Israel,2022-01-05,39021
Grenada,2022-01-15,180
Guyana,2022-01-28,2094
Luxembourg,2022-01-25,5015
Hong Kong,2022-02-04,24868
South America,2022-02-18,1664821
Panama,2022-01-04,16881
Saint Kitts and Nevis,2022-01-24,43
Cape Verde,2022-01-21,2853
Bangladesh,2022-02-17,957674
Uzbekistan,2022-01-16,50667
Belize,2022-01-20,697
Cape Verde,2022-01-03,968
Ireland,2022-02-03,8983
Iran,2022-01-05,412771
Jordan,2022-01-19,35491
Saint Lucia,2022-02-07,68
Hungary,2022-01-10,25552
Romania,2022-02-11,10791
Mozambique,2022-01-17,226094
Curacao,2022-02-05,241
Kosovo,2022-01-09,2584
Barbados,2022-01-17,287
Sierra Leone,2022-01-24,32362
Isle of Man,2022-01-21,122
Myanmar,2022-02-04,98953
Jamaica,2022-02-01,2186
Suriname,2022-02-20,123
Canada,2022-01-06,277600
Costa Rica,2022-01-04,17916
World,2022-01-22,29131481
Cyprus,2022-02-03,7005
Guatemala,2022-02-11,48252
Georgia,2022-02-20,3123
Afghanistan,2022-02-09,13501
Trinidad and Tobago,2022-01-19,2187
Niger,2022-01-29,972
Sri Lanka,2022-02-12,64915
Sudan,2022-01-23,12883
Panama,2022-02-14,13709
Lower middle income,2022-01-08,12944182
Guyana,2022-01-19,1870
Cambodia,2022-01-28,92799
Kazakhstan,2022-01-07,9692
Haiti,2022-01-28,2150
Palestine,2022-01-15,861
Dominican Republic,2022-01-01,7013
United Kingdom,2022-01-31,95550
Macao,2022-01-13,2413
Bhutan,2022-01-02,518
Bangladesh,2022-01-27,854891
Panama,2022-02-17,13090
Netherlands,2022-02-13,17540
Tajikistan,2022-01-04,47972
Lesotho,2022-02-17,
Iraq,2022-01-23,47769
Sweden,2022-01-15,62507
Palestine,2022-01-13,1721
Barbados,2022-02-04,153
Sudan,2022-01-07,8915
Malaysia,2022-01-06,183529
British Virgin Islands,2022-01-05,11
Paraguay,2022-02-05,27119
Japan,2022-01-05,139729
Philippines,2022-01-13,775542
Samoa,2022-01-05,57
Sri Lanka,2022-01-20,72539
Seychelles,2022-01-09,347
Mauritania,2022-01-28,4947
United Arab Emirates,2022-01-10,28598
Finland,2022-02-17,9936
High income,2022-01-15,6463707
Mexico,2022-01-12,488625
Bolivia,2022-01-06,91863
Nauru,2022-01-17,0
New Caledonia,2022-01-04,183
Japan,2022-01-22,168470
Nepal,2022-02-01,297614
England,2022-01-15,144365
Greenland,2022-02-14,11
Oceania,2022-02-08,261568
Croatia,2022-01-02,12066
United Kingdom,2022-01-10,269178
Niger,2022-01-23,972
Kyrgyzstan,2022-01-28,8971
Afghanistan,2022-01-13,14893
Vanuatu,2022-01-03,736
England,2022-01-23,94221
Kenya,2022-01-11,66989
Bermuda,2022-02-03,232
Guyana,2022-02-15,1111
Oceania,2022-01-10,266799
Democratic Republic of Congo,2022-01-09,3715
